,ema_lag_1,ema_lag_2,ema_lag_4,ema_lag_8,ema_lag_16,ema_lag_32,ema_lag_50,ema_lag_60,ema_lag_70,ema_lag_80,ema_lag_100,target
7204967,0.0003317415523564904,0.0003806531894117171,0.005040363208388854,0.01259858033727923,0.015320392227330615,0.012505379897161717,0.00947395743068924,0.008359669898721833,0.0075338019083304175,0.006909375723910927,0.006038214080739124,-0.0013993901214082172
7204968,-0.0013993901214082172,-0.0008059161036779727,0.0024500223450196756,0.009369026392837654,0.013144916604069579,0.0115067944350713,0.008951752259127588,0.007962981683657944,0.007218364415878753,0.006649470432352089,0.005847737897029859,-0.2779915915270674
7204969,-0.2779915915270674,-0.17673884530108452,-0.10088923904562996,-0.04965244299474314,-0.020025677847069545,-0.006591488120951894,-0.0030378577923464434,-0.0021500697731688945,-0.001544344764820238,-0.0010980814944243633,-0.00047784158495467466,0.27903772062906995
7204970,0.27903772062906995,0.12167877124519855,0.043586679646447024,0.019005269659249535,0.014172370952406865,0.0112312104614265,0.008719718343007443,0.007770566633068299,0.00705601614623852,0.006509414378985667,0.005737639605747802,-0.00045864990418031937
7204971,-0.00045864990418031937,0.03716656220886705,0.02507800871731547,0.014429080626642943,0.012281470281525486,0.010404587260858023,0.008285124987615688,0.007440452286859411,0.006793938279999523,0.006293997122996942,0.005580666979282611,0.0010986560896970587
7204972,0.0010986560896970587,0.012825069013125301,0.015199637236808172,0.011334094015774454,0.010852381743676531,0.009752930315984898,0.007947490599161,0.007187825046377938,0.006596574827185009,0.006134327532615558,0.005467712189759055,-0.0014841347299210383
7204973,-0.0014841347299210383,0.0032474585655091204,0.008408734509524507,0.008387798362257115,0.00929195616429368,0.00897352619575642,0.00750786948494131,0.006844856004470046,0.006318402822149238,0.00590163698045032,0.005293486583640927,-0.018871703064579748
7204974,-0.018871703064579748,-0.011468147013108165,-0.0025509860145778163,0.0022182571766418135,0.0057920584332809,0.007076965448172601,0.006299075299533996,0.005844428882035402,0.005465056647739885,0.00515676004782506,0.004696970629083808,0.01876450884194547
7204975,0.01876450884194547,0.00867251899070709,0.0059970744925053054,0.005947580727248436,0.0073934247583267165,0.00786702416377949,0.006866489359595107,0.006343955823092884,0.005913003760827706,0.005563697163310621,0.005042515776478851,-0.20644201050217958
7204976,-0.20644201050217958,-0.13011960935103595,-0.07439203839367359,-0.03842743976967,-0.016797377250831858,-0.005330648870051746,-0.0019684270186210995,-0.0011406365036084054,-0.0005936623721218837,-0.0002037030755808189,0.00031695994293379215,0.18841797876667243
7204977,0.18841797876667243,0.07908805105677175,0.026632473225090436,0.00924503242677055,0.006327302195632711,0.006482899280229049,0.005828279197713115,0.005450346874955159,0.005130556851183243,0.004867701207709629,0.004470735923986169,-0.01067863189391538
7204978,-0.01067863189391538,0.017836676791512573,0.011288401418280358,0.004709906344798398,0.004247515928906154,0.005347749597966356,0.005094584984087547,0.004841469565143086,0.004610589032573387,0.004413648786048441,0.004107202992139847,-0.24739466133056354
7204979,-0.24739466133056354,-0.15258066686861405,-0.08600258464875843,-0.04693462690337746,-0.023129651316690314,-0.009414908122328924,-0.004793980542432408,-0.003544502166644037,-0.0026867059577089236,-0.0020598448025506144,-0.0012035901204967558,0.013014525051097792
7204980,0.013014525051097792,-0.04806921492910199,-0.05061092872769812,-0.03557900909107836,-0.019565867784644198,-0.008242438276736763,-0.004172504432871094,-0.0030545266031012375,-0.002282384416968597,-0.001715422950631762,-0.0009369716792981819,0.21504158405039142
7204981,0.21504158405039142,0.1306684059533616,0.055760482866091365,0.01821787104381123,0.006586720578170002,0.004888047069863788,0.004417554278131064,0.0041884575162427495,0.003996744963032484,0.003840167779522119,0.0036049635898809385,-0.16211447134325319
7204982,-0.16211447134325319,-0.06726313966890274,-0.03272129118985134,-0.021547591108150854,-0.012761893845363304,-0.0051884227444425335,-0.0022702746622673686,-0.0014701887699715144,-0.000919808311191872,-0.0005166197423616126,3.585839817787928e-05,0.21095986446000836
7204983,0.21095986446000836,0.12038931713014556,0.06700453559126274,0.03079279303334026,0.013544501880767612,0.008166344524314084,0.006492585795912831,0.005925579584548757,0.00549637107466161,0.0051633648642077645,0.004683167779008457,-1.078454692792283
7204984,-1.078454692792283,-0.5569745465650389,-0.28865051135874964,-0.14921732775436425,-0.07644428045868601,-0.038111195108246676,-0.02404971747740703,-0.019888284672116896,-0.016918680164682343,-0.014692330563454092,-0.01157601012799958,1.078946969715556
7204985,1.078946969715556,0.44693840716736766,0.1706166312316828,0.06136040910540608,0.021984986023650066,0.010273278263905894,0.007319736003413624,0.006485999000302556,0.005897767312545099,0.005462590865484174,0.004863879591503917,-0.000876884394042321
7204986,-0.000876884394042321,0.11283683634894714,0.0895482130300369,0.045025659107738036,0.018887402950626964,0.00949450025750842,0.006942343385004435,0.006199567169892006,0.0056689661530295865,0.005272961469682258,0.0047232920991344685,-0.394878202377436
7204987,-0.394878202377436,-0.21508567261784428,-0.10078010468778587,-0.050688741902336076,-0.027636205068555242,-0.013887077173071916,-0.008349913629110972,-0.006691076175441069,-0.005503476051236689,-0.004609985856404819,-0.0033537714832441168,0.39627387322297025
7204988,0.39627387322297025,0.18672675298725672,0.09526796406218274,0.046840741885437964,0.02025433678932309,0.00989776956346411,0.0070710796176136625,0.006272789407351098,0.005710401987576219,0.005294818639832499,0.004723930717464242,-1.6988984927173991
7204989,-1.6988984927173991,-0.7643421693403365,-0.3810770226714304,-0.19245913847541551,-0.09749778389760344,-0.04901176343385316,-0.03129010252460418,-0.02602015500261423,-0.022251020271633948,-0.019421120809983705,-0.015454474594061907,0.40283349252023903
7204990,0.40283349252023903,-0.2765145210544553,-0.24584174516376223,-0.14700732381371395,-0.07993685396896488,-0.04137664166470323,-0.026584094168043748,-0.022124218156774234,-0.01891807099566023,-0.01650174137670568,-0.013101502029714496,1.2945607914700776
7204991,1.2945607914700776,0.8665903730384841,0.3712268012604838,0.13037484941173716,0.04279585624313853,0.015622961155592918,0.009392229787748008,0.007871250422498477,0.006873734074904547,0.006176317090899275,0.005275189864507368,-0.0009624587981065247
7204992,-0.0009624587981065247,0.17595018123366835,0.17016777424478668,0.09054008533829894,0.03615419887381144,0.014385782753667087,0.008895612915175377,0.007516139470592265,0.006601858657075965,0.005957937358342491,0.005119976294025719,0.00249704363961456
7204993,0.00249704363961456,0.0540916235311073,0.09086470060841556,0.06583468523007241,0.03121126848935596,0.013510567529898765,0.008591172621738252,0.007315711635484945,0.006460261531364253,0.005852609138846887,0.005054990398848602,-0.0018592673038515528
7204994,-0.0018592673038515528,0.016149494922371943,0.050004120234698135,0.0478857365534644,0.026491113836506486,0.01239328369143955,0.008097919818299104,0.006951814173188353,0.006174992054384987,0.00561917475462792,0.00488447703131456,-0.049616889838526745
7204995,-0.049616889838526745,-0.02756574273080936,0.008449874642041166,0.023569550290835295,0.01612545687541811,0.008044113341034276,0.005460627150103647,0.004777704039160113,0.0043200697727794335,0.003997306845853643,0.0035799376672080996,-0.4424767900188957
7204996,-0.4424767900188957,-0.2801854719561696,-0.15056627476461415,-0.0702267483353598,-0.03355461399649329,-0.016978216068004315,-0.010717680109577188,-0.008800092685397942,-0.007407990913744555,-0.006349039131189116,-0.0048417001248921565,-0.262511973729632
7204997,-0.262511973729632,-0.27026972150794926,-0.1831281164104741,-0.09962957742648726,-0.05163050738743635,-0.02671822903787202,-0.017163161479796685,-0.014246206162887631,-0.012134748209227553,-0.010533831642085545,-0.008264944210777614,-2.938697866751527
7204998,-2.938697866751527,-1.0129460350705397,-0.48647300626669043,-0.24178135332759432,-0.12091903877279542,-0.06054056435415056,-0.038761878296107,-0.032302076413817105,-0.027685691340588292,-0.024222040637093656,-0.019370793589210678,3.291670399896658
7204999,3.291670399896658,0.9324800137272025,0.22064304806738733,0.03235364447245459,-0.003781647271603461,-0.007454286131093113,-0.005819636157207597,-0.005002587510661627,-0.004321189106942569,-0.003753975024407552,-0.0028755790544412463,0.21893969590414208
